,id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license,days_since_last_review,minimum_amount_spent,rating_score
103,199480,Rental unit in San Francisco · ★4.93 · 2 bedrooms · 1 bed · 1.5 baths,974441,Peter,Bernal Heights,37.74554,-122.412,Private room,75,2,206,2023-11-05,1.38,2,9,5,2023-006836STR,66,150,3.121212121212121
105,207980,Home in San Francisco · ★4.83 · 3 bedrooms · 5 beds · 1 bath,1023546,Bruce,Diamond Heights,37.74325,-122.43756,Entire home/apt,291,2,599,2023-11-20,4.03,1,269,52,STR-0000023,51,582,11.745098039215685
106,208714,Rental unit in San Francisco · ★4.80 · 1 bedroom · 1 bed · 1 bath,1027819,Ac,Downtown/Civic Center,37.78897,-122.41245,Entire home/apt,175,30,78,2018-01-11,0.52,1,364,0,City registration pending,2190,5250,0.03561643835616438
107,208831,Guest suite in San Francisco · ★4.81 · 1 bedroom · 1 bed · 1 bath,1028577,Peter,Russian Hill,37.80121,-122.41339,Entire home/apt,149,3,607,2023-11-26,4.09,1,0,48,STR-0000318,45,447,13.488888888888889
108,209514,Home in San Francisco · ★4.71 · 1 bedroom · 1 bed · 2 baths,1032643,Josh,Haight Ashbury,37.77255,-122.44985,Private room,71,1,626,2023-11-12,4.2,5,0,46,STR-0001099,59,71,10.610169491525424
109,212783,Home in San Francisco · ★4.60 · 1 bedroom · 2 beds · 2 shared baths,1032643,Josh,Haight Ashbury,37.77085,-122.44814,Private room,72,1,607,2023-11-11,4.08,5,0,53,STR-0001099,60,72,10.116666666666667
110,213532,Home in San Francisco · ★4.54 · 1 bedroom · 1 bed · 2 baths,1032643,Josh,Haight Ashbury,37.77175,-122.45012,Private room,64,1,696,2023-11-19,4.68,5,353,63,STR-0001099,52,64,13.384615384615385
112,218006,Home in San Francisco · ★4.74 · 2 bedrooms · 1 bed · 2 shared baths,812808,Mukt,Excelsior,37.72525,-122.43013,Private room,49,2,134,2023-11-20,0.9,2,55,16,STR-0003069,51,98,2.627450980392157
114,220418,Home in San Francisco · ★4.51 · 1 bedroom · 1 bed · 2 baths,1032643,Josh,Haight Ashbury,37.77031,-122.44948,Private room,64,1,564,2023-10-16,3.79,5,361,34,STR-0001099,86,64,6.558139534883721
115,229319,Rental unit in San Francisco · ★4.80 · 1 bedroom · 1 bed · 1 bath,12798954,Anya,Bernal Heights,37.73825,-122.41451,Entire home/apt,239,3,30,2023-11-17,0.21,1,349,4,2022-004580STR,54,717,0.5555555555555556
116,231129,Townhouse in San Francisco · ★4.40 · 1 bedroom · 4 beds · 1 bath,1208533,Antonio,Nob Hill,37.79278,-122.41007,Entire home/apt,857,2,74,2022-10-23,0.51,6,358,0,City Registration Pending,444,1714,0.16666666666666666
119,238204,Guest suite in San Francisco · ★4.76 · 1 bedroom · 2 beds · 1 bath,1248132,"Jennifer, Maria , Andrew",Parkside,37.74228,-122.50415,Entire home/apt,122,3,299,2023-11-12,2.03,1,259,26,STR-0000446,59,366,5.067796610169491
120,251792,Home in San Francisco · ★4.83 · 3 bedrooms · 6 beds · 3 baths,1320750,Nilesh,Outer Sunset,37.75474,-122.48924,Entire home/apt,395,2,23,2023-11-19,0.16,1,244,13,2022-009176STR,52,790,0.4423076923076923
121,256176,Guest suite in San Francisco · ★4.88 · 1 bedroom · 1 bed · 1 private bath,976125,Eva,Inner Richmond,37.77608489990234,-122.4555206298828,Private room,100,2,470,2023-11-28,3.2,1,334,37,2023-004361STR,43,200,10.930232558139535
122,258873,Rental unit in San Francisco · ★4.34 · 1 bedroom · 1 bed · 1 shared bath,1360620,Deborah,North Beach,37.80023,-122.40844,Private room,100,2,451,2023-11-20,3.3,2,164,40,STR-0001109,51,200,8.843137254901961
123,269463,Rental unit in San Francisco · ★4.78 · 1 bedroom · 1 bed · 1 bath,1244308,Lawrence,Haight Ashbury,37.76761,-122.45139,Entire home/apt,250,2,174,2023-11-17,1.19,1,0,11,STR-0000224,54,500,3.2222222222222223
124,269756,Home in San Francisco · ★5.0 · 2 bedrooms · 2 beds · 1 shared bath,1409731,Daniel,Twin Peaks,37.75265,-122.45092,Private room,115,90,6,2016-08-12,0.06,1,0,0,STR-0000585,2707,10350,0.002216475803472479
125,271602,Condo in San Francisco · ★4.89 · 1 bedroom · 1 bed · 1 bath,1421296,Richard,South of Market,37.77907,-122.40503,Entire home/apt,117,30,120,2023-10-03,0.82,1,242,6,STR-0000846,99,3510,1.2121212121212122
127,273530,Condo in San Francisco · ★4.91 · 2 bedrooms · 2 beds · 2 baths,99128,Cathryn,Potrero Hill,37.75533,-122.39927,Entire home/apt,256,4,35,2022-07-21,0.29,2,0,0,STR-0000036,538,1024,0.06505576208178439
128,274334,Home in San Francisco · ★4.85 · 1 bedroom · 1 bed · 1 private bath,1434669,Ashli,Outer Sunset,37.7517,-122.5051,Private room,80,3,164,2023-11-16,1.13,1,153,40,STR-0003516,55,240,2.981818181818182
129,279184,Rental unit in San Francisco · ★4.85 · 3 bedrooms · 4 beds · 2 baths,1456262,Justin,Mission,37.75059,-122.41415,Entire home/apt,550,4,13,2019-07-03,0.09,2,0,0,STR-0002616,1652,2200,0.007869249394673124
131,284117,Guesthouse in San Francisco · ★4.78 · 1 bedroom · 1 bed · 1 bath,1479905,Samantha,Glen Park,37.74102,-122.42815,Entire home/apt,64,30,220,2023-05-12,1.53,2,63,2,STR-0002962,243,1920,0.9053497942386831
132,297897,Home in San Francisco · ★4.79 · 1 bedroom · 2 beds · 1 bath,39265388,Monchaya,Outer Sunset,37.75744,-122.50555,Entire home/apt,190,2,208,2023-07-31,1.49,2,63,3,STR-0005409,163,380,1.2760736196319018
134,314248,Home in San Francisco · ★4.88 · 3 bedrooms · 4 beds · 2.5 baths,1614566,Sarah,Pacific Heights,37.78946,-122.43538,Entire home/apt,525,7,67,2023-09-25,0.55,1,348,11,STR-0000133,107,3675,0.6261682242990654
